Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
28,Male,Salaried,Married,Post Graduate,2,Yes,No,No,72700,0,72700,33000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,No,No,72900,0,72900,32000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,No,No,72700,,72700,28000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,Yes,No,72800,0,72800,25000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,43700,29800,73500,21000,Sedan
28,Male,Business,Married,Post Graduate,3,No,No,No,72200,0,72200,21000,Sedan
28,,Business,Married,Graduate,3,Yes,No,Yes,47100,24200,71300,19000,Sedan
28,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,40100,30800,70900,23000,Hatchback
28,Male,Salaried,Married,Graduate,2,Yes,No,Yes,45500,25400,70900,20000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,Yes,No,69700,0,69700,28000,Hatchback
28,Male,Business,Married,Post Graduate,2,No,Yes,No,69900,0,69900,21000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,69300,0,69300,19000,Sedan
28,Male,Business,Married,Post Graduate,3,No,No,No,68200,0,68200,21000,Sedan
28,Male,Business,Married,Graduate,3,Yes,No,Yes,43000,25500,68500,19000,Sedan
28,,Salaried,Married,Post Graduate,3,No,Yes,No,68600,0,68600,18000,Sedan
28,,Business,Married,Graduate,2,Yes,No,Yes,43200,25800,69000,18000,Sedan
28,Female,Salaried,Married,Graduate,1,No,No,Yes,37800,30400,68200,34000,Sedan
28,Male,Salaried,Married,Post Graduate,4,Yes,No,No,67500,0,67500,29000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,No,No,66100,0,66100,31000,Hatchback
28,Male,Business,Single,Post Graduate,0,No,Yes,No,66300,,66300,22000,Hatchback
28,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,65400,0,65400,31000,Sedan
28,Male,Business,Married,Post Graduate,2,No,Yes,No,65500,0,65500,31000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,65500,0,65500,30000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,Yes,No,65200,0,65200,24000,Sedan
28,Male,Salaried,Married,Graduate,3,No,No,Yes,40900,25900,66800,22000,Hatchback
28,Female,Salaried,Married,Post Graduate,2,Yes,Yes,No,64000,0,64000,51000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,64400,0,64400,24000,Hatchback
28,,Business,Married,Post Graduate,4,Yes,No,No,64100,0,64100,18000,Sedan
28,Female,Salaried,Married,Graduate,1,Yes,No,Yes,36000,800,36800,31000,SUV
28,Male,Salaried,Married,Post Graduate,4,No,Yes,No,63800,0,63800,30000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,No,No,63200,0,63200,30000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,62000,0,62000,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,1,No,No,No,61200,0,61200,38000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,61700,0,61700,26000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,No,No,61600,0,61600,24000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,61900,0,61900,23000,Sedan
28,Male,Business,Single,Post Graduate,2,No,No,No,60700,0,60700,41000,Sedan
28,Female,Salaried,Married,Post Graduate,2,Yes,No,No,60400,0,60400,31000,SUV
28,Male,Salaried,Married,Post Graduate,1,No,No,No,59100,0,59100,36000,Sedan
28,Male,Business,Married,Graduate,4,Yes,Yes,No,59500,0,59500,31000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,No,No,59800,0,59800,28000,Sedan
28,Male,Salaried,Married,Graduate,3,No,Yes,No,58400,0,58400,20000,Hatchback
28,Male,Salaried,Single,Post Graduate,2,Yes,No,No,57700,0,57700,35000,Sedan
28,Male,Salaried,Married,Graduate,3,No,No,No,57200,0,57200,25000,Hatchback
28,Male,Business,Single,Post Graduate,2,No,No,No,56000,0,56000,43000,Sedan
28,Male,Business,Married,Graduate,1,Yes,No,No,56600,0,56600,19000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,No,No,54700,0,54700,23000,Sedan
28,Male,Salaried,Married,Graduate,3,No,No,No,46900,0,46900,24000,Hatchback
28,Male,Business,Single,Graduate,2,Yes,Yes,No,43500,,43500,27000,Hatchback
28,Female,Salaried,Married,Graduate,2,No,Yes,No,42000,,42000,39000,Sedan
28,Male,Salaried,Married,Graduate,3,No,Yes,No,41400,0,41400,24000,Hatchback
28,Male,Business,Married,Graduate,2,Yes,Yes,No,40800,0,40800,52000,Sedan
27,Male,Business,Married,Post Graduate,3,No,No,Yes,71000,40600,111600,27000,Sedan
27,,Salaried,Married,Post Graduate,3,No,No,Yes,76300,30900,107200,18000,Sedan
27,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,69400,40200,109600,26000,Hatchback
27,Male,Business,Married,Post Graduate,2,No,No,Yes,68200,40200,108400,31000,Sedan
27,Male,Business,Married,Post Graduate,2,No,No,Yes,79600,28900,108500,32000,Hatchback
27,Male,Business,Married,Post Graduate,4,No,Yes,Yes,73500,32400,105900,28000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,74600,30100,104700,23000,Sedan
27,Male,Salaried,Married,Post Graduate,4,No,No,Yes,71500,32600,104100,27000,Sedan
27,Male,Business,Married,Post Graduate,3,Yes,No,Yes,73500,30800,104300,23000,Hatchback
27,,Business,Married,Post Graduate,3,No,No,Yes,63000,40500,103500,18000,Sedan
27,,Salaried,Married,Post Graduate,3,No,No,Yes,77700,25100,102800,19000,Sedan
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,61300,40500,101800,30000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,No,Yes,66800,35400,102200,29000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,61100,40300,101400,22000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,72200,28900,101100,30000,Hatchback
27,Male,Business,Married,Post Graduate,4,No,Yes,Yes,68000,32400,100400,28000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,70700,30000,100700,22000,Hatchback
27,,Business,Married,Post Graduate,3,Yes,No,Yes,65800,28700,94500,18000,Sedan
27,Male,Business,Married,Post Graduate,2,No,Yes,Yes,71700,28600,100300,32000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,Yes,59200,40600,99800,26000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,74200,25300,99500,18000,Sedan
27,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,69000,28000,97000,31000,Sedan
27,Male,Business,Married,Post Graduate,3,No,Yes,Yes,65500,32600,98100,28000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,72400,25100,97500,19000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,72700,24300,97000,30000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,56200,40900,97100,19000,Hatchback
27,,Salaried,Married,Post Graduate,3,Yes,No,Yes,71700,25400,97100,18000,Sedan
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,65600,30300,95900,24000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,No,Yes,66600,28200,94800,31000,Sedan
27,Female,Salaried,Married,Post Graduate,3,No,No,Yes,66800,28700,95500,22000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,54400,40200,94600,21000,Sedan
27,Male,Business,Married,Post Graduate,4,No,No,Yes,64400,28700,93100,30000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,52700,40000,92700,24000,Hatchback
27,Male,Business,Married,Graduate,2,Yes,Yes,Yes,52800,40600,93400,20000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,62100,30000,92100,19000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,Yes,61300,30400,91700,24000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,66600,25300,91900,20000,Sedan
27,Male,Business,Married,Post Graduate,3,Yes,No,Yes,64400,25300,89700,19000,Sedan
27,Male,Business,Married,Post Graduate,4,No,No,Yes,63500,25400,88900,31000,Sedan
27,Male,Business,Married,Graduate,2,No,No,Yes,47300,40500,87800,32000,Hatchback
27,Male,Salaried,Married,Graduate,4,Yes,No,Yes,55600,32900,88500,28000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,47200,40900,88100,24000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,57200,28100,85300,32000,Hatchback
27,Male,Business,Married,Graduate,4,No,No,Yes,53400,32800,86200,28000,Sedan
27,Male,Business,Married,Graduate,3,No,No,Yes,52000,30100,82100,27000,Sedan
27,Male,Business,Married,Graduate,3,No,No,Yes,51200,30100,81300,24000,Sedan
27,Male,Salaried,Married,Graduate,2,No,No,Yes,51700,29200,80900,31000,Sedan
27,Male,Business,Married,Graduate,3,Yes,Yes,Yes,56400,24600,81000,26000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,55300,25300,80600,23000,Sedan
27,Male,Business,Married,Post Graduate,2,No,Yes,No,79100,0,79100,30000,Hatchback
27,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,46700,32700,79400,28000,Hatchback
27,Male,Salaried,Single,Post Graduate,0,No,No,No,76000,0,76000,23000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,Yes,47500,28600,76100,22000,Hatchback
27,Male,Business,Married,Post Graduate,2,Yes,No,No,75800,0,75800,22000,Hatchback
27,,Salaried,Married,Graduate,2,No,No,Yes,49000,200,49200,18000,Sedan
27,Male,Business,Single,Post Graduate,2,Yes,Yes,No,74800,0,74800,27000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,No,74100,0,74100,23000,Hatchback
27,Male,Salaried,Married,Graduate,3,Yes,No,Yes,49000,25400,74400,20000,Hatchback
27,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,73600,0,73600,31000,Hatchback
27,Male,Salaried,Married,Graduate,2,No,Yes,Yes,44300,28800,73100,33000,Hatchback
27,Male,Salaried,Single,Post Graduate,2,No,No,No,72500,0,72500,30000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,No,No,71500,,71500,23000,Sedan
27,Male,Business,Married,Graduate,2,Yes,No,Yes,41500,30500,72000,21000,Sedan
27,Male,Business,Married,Post Graduate,3,No,No,No,71300,0,71300,20000,Sedan
27,Male,Business,Married,Graduate,3,Yes,No,Yes,45500,25000,70500,30000,Hatchback
27,Male,Salaried,Married,Post Graduate,4,Yes,No,No,69800,,69800,30000,Hatchback
27,Male,Business,Married,Post Graduate,2,Yes,No,No,69900,0,69900,27000,Sedan
27,Male,Business,Married,Post Graduate,2,No,Yes,No,68800,0,68800,28000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,No,No,No,68500,,68500,25000,Hatchback
27,Male,Salaried,Married,Post Graduate,2,No,Yes,No,67300,0,67300,30000,Hatchback
27,Male,Business,Married,Post Graduate,3,Yes,Yes,No,67600,0,67600,28000,Sedan
27,Male,Salaried,Married,Post Graduate,2,Yes,No,No,67100,0,67100,22000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,66900,0,66900,32000,Hatchback
27,Male,Business,Married,Post Graduate,1,Yes,No,No,66200,0,66200,23000,Hatchback
27,Male,Salaried,Single,Post Graduate,2,Yes,Yes,No,65900,0,65900,28000,Hatchback
27,Male,Business,Single,Post Graduate,2,No,No,No,65000,0,65000,25000,Hatchback
27,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,65200,,65200,23000,Hatchback
27,Male,Business,Married,Post Graduate,4,Yes,No,No,63700,0,63700,31000,Sedan
27,Male,Salaried,Married,Post Graduate,3,Yes,No,No,63500,0,63500,26000,Sedan
27,Male,Business,Married,Post Graduate,2,Yes,No,No,63700,0,63700,23000,Hatchback
27,Male,Business,Single,Post Graduate,0,Yes,No,No,63600,0,63600,23000,Hatchback
27,Male,Business,Married,Post Graduate,3,No,No,No,63900,,63900,19000,Hatchback
27,Male,Salaried,Single,Post Graduate,1,Yes,No,No,62700,,62700,26000,Hatchback
27,Male,Business,Single,Graduate,2,No,Yes,No,60800,0,60800,24000,Hatchback
27,Male,Salaried,Married,Graduate,3,No,No,No,59900,0,59900,27000,Sedan
27,Male,Business,Married,Graduate,3,No,No,No,58700,0,58700,33000,Hatchback
27,Female,Salaried,Married,Graduate,4,Yes,Yes,No,58400,0,58400,32000,Hatchback
27,Male,Business,Married,Graduate,3,Yes,No,No,57400,0,57400,23000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,No,57400,0,57400,21000,Sedan
27,Male,Business,Married,Graduate,3,No,Yes,No,56100,0,56100,31000,Sedan
27,Male,Business,Married,Graduate,3,Yes,No,No,55200,0,55200,26000,Hatchback
27,Male,Business,Married,Graduate,2,Yes,No,No,54400,0,54400,29000,Hatchback
27,Male,Salaried,Married,Graduate,2,Yes,Yes,No,45400,0,45400,30000,Hatchback
27,Male,Salaried,Married,Graduate,4,No,Yes,No,44500,0,44500,32000,Hatchback
27,Male,Business,Married,Graduate,3,Yes,No,No,43200,0,43200,25000,Hatchback
27,Male,Business,Married,Graduate,3,No,No,No,42800,0,42800,22000,Hatchback
27,Male,Salaried,Single,Graduate,2,No,No,No,41800,0,41800,28000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,74100,45900,120000,24000,Hatchback
26,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,74500,40300,114800,28000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,Yes,Yes,78700,35800,114500,28000,Sedan
26,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,72000,40600,112600,31000,Hatchback
26,Male,Business,Married,Post Graduate,2,Yes,No,Yes,70900,40400,111300,21000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,No,Yes,79100,30400,109500,25000,Hatchback
26,,Business,Married,Post Graduate,3,No,No,Yes,69200,100,69300,18000,Sedan
26,Female,Salaried,Married,Post Graduate,3,No,Yes,Yes,76100,30600,106700,23000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75000,30500,105500,23000,Hatchback
26,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,75200,28800,104000,32000,Hatchback
26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,52500,50300,102800,31000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,62600,40100,102700,22000,Hatchback
26,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,73000,28000,101000,32000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,No,Yes,69600,32000,101600,27000,Hatchback
26,,Business,Married,Post Graduate,4,Yes,Yes,Yes,66500,30800,97300,18000,Sedan
26,Male,Salaried,Married,Post Graduate,4,No,No,Yes,72800,28900,101700,33000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,Yes,72600,28500,101100,33000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,No,Yes,68400,32700,101100,28000,Hatchback
26,Male,Business,Married,Post Graduate,2,No,Yes,Yes,67000,32200,99200,27000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,No,Yes,74200,24000,98200,22000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,74600,24700,99300,22000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,67700,30400,98100,23000,Sedan
26,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,72600,25700,98300,18000,Sedan
26,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,67900,28000,95900,29000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63200,32700,95900,28000,Sedan
26,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,63700,32500,96200,27000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,63800,32200,96000,27000,Hatchback
26,Male,Business,Married,Post Graduate,2,No,No,Yes,70700,25200,95900,20000,Hatchback
26,Male,Business,Married,Post Graduate,2,Yes,No,Yes,66900,28900,95800,29000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,68600,25700,94300,24000,Sedan
26,Male,Business,Married,Post Graduate,3,Yes,No,Yes,68400,25000,93400,20000,Hatchback
26,Male,Salaried,Married,Graduate,2,Yes,No,Yes,52000,40700,92700,26000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,63000,28200,91200,31000,Hatchback
26,Male,Business,Married,Post Graduate,2,No,No,Yes,62400,28400,90800,31000,Hatchback
26,Male,Salaried,Married,Graduate,4,Yes,No,Yes,49900,40500,90400,27000,Sedan
26,Male,Business,Married,Graduate,3,No,Yes,Yes,47400,40600,88000,20000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,Yes,61400,24400,85800,27000,Sedan
26,Male,Business,Married,Graduate,4,Yes,No,Yes,52500,32100,84600,29000,Hatchback
26,Male,Business,Married,Post Graduate,3,No,No,Yes,61900,23500,85400,27000,Sedan
26,Male,Salaried,Married,Graduate,3,Yes,No,Yes,57500,26100,83600,26000,Sedan
26,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,80300,0,80300,29000,Sedan
26,Male,Salaried,Married,Graduate,3,No,No,Yes,40200,40100,80300,26000,Sedan
26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,50600,30900,81500,25000,Hatchback
26,Male,Salaried,Married,Graduate,3,No,No,Yes,50900,30700,81600,22000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,Yes,No,79800,0,79800,29000,Hatchback
26,Male,Business,Single,Post Graduate,2,Yes,No,No,79500,0,79500,24000,Hatchback
26,Male,Salaried,Married,Graduate,2,No,Yes,Yes,54800,25400,80200,21000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,Yes,No,78100,0,78100,30000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,Yes,56000,22600,78600,28000,Sedan
26,Male,Business,Married,Graduate,2,Yes,No,Yes,52100,26900,79000,19000,Sedan
26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,47400,30000,77400,22000,Hatchback
26,Male,Salaried,Married,Graduate,2,No,Yes,Yes,46900,30800,77700,26000,Sedan
26,Male,Salaried,Married,Post Graduate,2,No,Yes,No,76900,0,76900,23000,Sedan
26,Male,Salaried,Married,Post Graduate,3,No,No,No,74800,0,74800,27000,Sedan
26,Male,Business,Single,Post Graduate,2,No,Yes,No,74700,0,74700,21000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,No,74800,0,74800,21000,Sedan
26,Male,Salaried,Married,Post Graduate,4,No,No,No,73800,0,73800,30000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,73800,0,73800,24000,Hatchback
26,Male,Salaried,Married,Graduate,3,No,No,Yes,48600,24200,72800,26000,Sedan
26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,70700,0,70700,31000,Hatchback
26,Male,Salaried,Married,Graduate,4,No,Yes,Yes,41500,28900,70400,30000,Hatchback
26,Female,Salaried,Single,Post Graduate,2,No,No,No,69100,,69100,20000,Hatchback
26,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,44800,25800,70600,19000,Sedan
26,,Business,Single,Post Graduate,2,No,Yes,No,68800,0,68800,19000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,No,68900,0,68900,19000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,No,No,67000,0,67000,27000,Sedan
26,Male,Business,Married,Post Graduate,2,No,Yes,No,67100,0,67100,27000,Hatchback
26,Male,Business,Single,Post Graduate,0,Yes,No,No,67500,,67500,23000,Hatchback
26,,Business,Married,Post Graduate,4,No,No,No,67400,0,67400,18000,Sedan
26,Male,Salaried,Married,Post Graduate,4,Yes,No,No,66600,0,66600,30000,Hatchback
26,Male,Salaried,Married,Post Graduate,3,No,No,No,66700,0,66700,23000,Hatchback
26,Male,Business,Married,Post Graduate,2,Yes,No,No,66800,0,66800,20000,Hatchback
26,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,65100,0,65100,25000,Hatchback
26,Male,Business,Single,Post Graduate,2,Yes,No,No,64700,0,64700,23000,Hatchback
26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,64100,,64100,20000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,63200,0,63200,32000,Hatchback
26,Male,Business,Married,Post Graduate,4,No,No,No,63200,0,63200,31000,Sedan
26,Male,Business,Married,Post Graduate,3,No,Yes,No,63100,0,63100,24000,Hatchback
26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,62700,0,62700,26000,Sedan
26,Male,Salaried,Married,Post Graduate,3,Yes,No,No,62900,0,62900,22000,Hatchback
26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,61100,0,61100,28000,Hatchback
26,Male,Salaried,Married,Graduate,3,Yes,No,No,58600,0,58600,23000,Hatchback
26,Male,Business,Married,Graduate,3,Yes,Yes,No,57300,,57300,22000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,No,54900,0,54900,25000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,No,52000,0,52000,31000,Sedan
26,Male,Salaried,Married,Graduate,4,No,No,No,52700,0,52700,29000,Hatchback
26,Male,Business,Married,Graduate,2,Yes,No,No,52200,0,52200,28000,Hatchback
26,Male,Business,Married,Graduate,3,Yes,No,No,51000,,51000,30000,Hatchback
26,Male,Salaried,Married,Graduate,3,Yes,No,No,51500,0,51500,23000,Hatchback
26,,Business,Married,Graduate,3,No,No,No,51400,,51400,18000,Sedan
26,Male,Business,Married,Graduate,3,Yes,Yes,No,49000,0,49000,23000,Sedan
26,,Salaried,Married,Graduate,2,No,Yes,No,44400,0,44400,19000,Sedan
26,Male,Business,Married,Graduate,1,No,Yes,No,43700,0,43700,28000,Hatchback
26,Male,Salaried,Single,Graduate,2,No,No,No,42600,0,42600,30000,Hatchback
26,Male,Salaried,Married,Graduate,3,No,No,No,42500,0,42500,25000,Hatchback
26,Male,Salaried,Single,Graduate,2,Yes,No,No,42200,0,42200,24000,Hatchback
25,,Salaried,Married,Post Graduate,2,No,Yes,Yes,54400,300,54700,18000,Sedan
25,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,56300,45500,101800,21000,Sedan
25,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,59500,40600,100100,25000,Hatchback
25,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,58700,40800,99500,33000,Hatchback
25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,58900,40100,99000,27000,Sedan
25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,58600,20000,78600,20000,Hatchback
25,Male,Business,Married,Post Graduate,2,No,Yes,Yes,54700,900,55600,20000,Hatchback
25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,56500,35300,91800,32000,Hatchback
25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,51700,40400,92100,29000,Hatchback
25,Male,Business,Married,Post Graduate,3,No,No,Yes,50200,40700,90900,25000,Hatchback
25,Male,Business,Married,Post Graduate,2,Yes,No,Yes,59300,30800,90100,27000,Sedan
25,Male,Business,Married,Post Graduate,2,Yes,No,Yes,58300,30200,88500,24000,Hatchback
25,Male,Business,Married,Post Graduate,3,Yes,No,Yes,57900,30400,88300,26000,Sedan
25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,58100,28500,86600,30000,Hatchback
25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,56000,30600,86600,23000,Sedan
25,Male,Business,Married,Post Graduate,2,Yes,No,Yes,55600,30800,86400,31000,Hatchback
25,,Business,Married,Post Graduate,3,No,No,Yes,60800,25100,85900,19000,Sedan
25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,56700,28200,84900,31000,Hatchback
25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,54100,30800,84900,26000,Sedan
25,Male,Business,Married,Post Graduate,3,No,No,Yes,58700,26200,84900,25000,Hatchback
25,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,54800,30200,85000,24000,Hatchback
25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,54900,30600,85500,22000,Hatchback
25,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,53200,30900,84100,25000,Hatchback
25,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,53700,30400,84100,24000,Hatchback
25,Male,Business,Married,Post Graduate,3,Yes,No,Yes,58600,25500,84100,20000,Hatchback
25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,58700,24200,82900,28000,Hatchback
25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,53100,28200,81300,31000,Sedan
25,Male,Salaried,Married,Post Graduate,4,No,No,Yes,58800,23200,82000,30000,Hatchback
25,Male,Business,Married,Post Graduate,3,Yes,No,Yes,56400,25400,81800,20000,Sedan
25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,54000,26900,80900,31000,Sedan
25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,50500,30500,81000,26000,Hatchback
25,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,55300,25000,80300,20000,Hatchback
25,Male,Business,Married,Post Graduate,4,No,No,Yes,51400,28600,80000,31000,Sedan
25,Male,Business,Married,Graduate,4,Yes,No,Yes,39700,40900,80600,30000,Hatchback
25,Male,Salaried,Married,Graduate,2,No,No,Yes,39800,40000,79800,28000,Hatchback
25,Male,Business,Married,Graduate,2,No,No,Yes,38600,40800,79400,21000,Sedan
25,Male,Business,Married,Post Graduate,4,No,Yes,Yes,52700,25300,78000,30000,Hatchback
25,Male,Salaried,Married,Graduate,3,No,Yes,Yes,37700,40100,77800,20000,Sedan
25,Male,Business,Married,Graduate,3,No,Yes,Yes,36100,40200,76300,24000,Sedan
25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,50600,25700,76300,20000,Hatchback
25,Male,Salaried,Married,Graduate,4,No,Yes,Yes,34700,40000,74700,33000,Hatchback
25,Male,Salaried,Married,Graduate,3,No,Yes,Yes,34100,40700,74800,31000,Hatchback
25,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,52000,22300,74300,28000,Hatchback
25,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,34800,40200,75000,26000,Sedan
25,Male,Salaried,Married,Graduate,4,Yes,No,Yes,39400,32200,71600,27000,Sedan
25,Male,Salaried,Married,Graduate,2,No,No,Yes,40500,30800,71300,26000,Hatchback
25,Male,Salaried,Married,Graduate,3,No,No,Yes,40300,30600,70900,24000,Sedan
25,Male,Business,Married,Graduate,3,No,Yes,Yes,33000,35400,68400,32000,Hatchback
25,Male,Salaried,Married,Graduate,4,Yes,No,Yes,36100,32200,68300,27000,Sedan
25,Male,Business,Married,Graduate,3,Yes,No,Yes,39600,28300,67900,33000,Hatchback
25,Male,Business,Married,Graduate,3,Yes,Yes,Yes,33700,32900,66600,29000,Sedan
25,Male,Salaried,Married,Graduate,3,No,No,Yes,35000,30500,65500,23000,Sedan
25,Male,Salaried,Married,Graduate,4,No,Yes,Yes,36200,28200,64400,33000,Hatchback
25,Male,Business,Married,Graduate,2,Yes,No,Yes,36500,28600,65100,30000,Hatchback
25,Male,Salaried,Married,Graduate,2,No,No,Yes,32600,30700,63300,26000,Sedan
25,Male,Business,Married,Graduate,3,No,Yes,Yes,32300,30900,63200,23000,Sedan
